0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,1.2882959880755608e-13,1.2882959880755608e-13,1.4089213426871086e-13,1.6615081270288103e-13,2.0698355656634251e-13,2.6722669862522257e-13,3.525482764388244e-13,4.709704616487898e-13,6.336307879450943e-13,8.558242648319948e-13,1.1584480638759944e-12,1.569961314743296e-12,2.129060382330295e-12,2.888324892538208e-12,3.919156564677451e-12,5.318494852417644e-12,7.217934295567831e-12,9.796099049211194e-12,1.3295442965329587e-11,1.804504251478534e-11,2.449155461118835e-11,3.06614097485749e-11,3.473769767248314e-11,3.940428677614705e-11,4.6614591408243206e-11,1.4590357245009503e-10,4.476726243034148e-08
0.015000000000000001,6.386016431605414e-13,6.386016431605414e-13,6.870247081849357e-13,7.873448557660369e-13,9.467342806459558e-13,1.1765226533810848e-12,1.4929272404344832e-12,1.9180584204434585e-12,2.4812911754708016e-12,3.2210217709263138e-12,4.186916671841346e-12,5.442705846931518e-12,7.069624763317962e-12,9.170596565653001e-12,1.1875194696898462e-11,1.5345439027129263e-11,1.9782340401178547e-11,2.5433028916381776e-11,3.259799107787842e-11,4.163760702675746e-11,5.297658066723444e-11,6.293859539022151e-11,6.92747120477435e-11,7.640297332294211e-11,9.273490066331648e-11,4.308690547445338e-10,1.1584197414499621e-07
0.02,1.7906762526962441e-12,1.7906771676337032e-12,1.9017524050468642e-12,2.130013747162707e-12,2.48794094092375e-12,2.994915106526719e-12,3.678037606448471e-12,4.573206011897924e-12,5.726530426002797e-12,7.196022458359153e-12,9.053621811503378e-12,1.1387511987621225e-11,1.4304694922557817e-11,1.793379709900478e-11,2.2427927811122577e-11,2.7967488022540015e-11,3.4762609589620304e-11,4.3054930240131745e-11,5.311816998384701e-11,6.525695907765795e-11,7.980322493754956e-11,9.200723626307195e-11,9.963601133047464e-11,1.0849469656693602e-10,1.4108417323681978e-10,8.849112977776487e-10,2.022611787014646e-07
0.024999999999999998,3.761524734656519e-12,3.761525649593978e-12,3.954729333088381e-12,4.349361072897296e-12,4.962084624963837e-12,5.8184624269586046e-12,6.953628077312147e-12,8.413144546551622e-12,1.0254095697689537e-11,1.254630772773169e-11,1.5373728893365525e-11,1.883588151670779e-11,2.304931216117723e-11,2.8148984166307405e-11,3.428943870338231e-11,4.164561913408705e-11,5.041316104568239e-11,6.080797595446087e-11,7.306491092236911e-11,8.74353139084292e-11,1.041834097014629e-10,1.1786368359653922e-10,1.2635772782816447e-10,1.370439027409276e-10,1.9706344780885845e-10,1.5231192021773412e-09,2.971251763555575e-07
0.029999999999999995,6.616297040693554e-12,6.6162988705684725e-12,6.9014263205815504e-12,7.481197485120108e-12,8.37478121889035e-12,9.611334748839796e-12,1.1230449248699871e-11,1.3282712525523269e-11,1.5830404372152887e-11,1.8948228517189138e-11,2.272408666208037e-11,2.725983513440156e-11,3.2671927173950625e-11,3.9091956405599156e-11,4.666691942634317e-11,5.555921123061581e-11,6.5946219892993e-11,7.801949946473032e-11,9.198343050532288e-11,1.0805341308102359e-10,1.2645365353112938e-10,1.4123872447241583e-10,1.5042778173118167e-10,1.635761420953941e-10,2.656810837962667e-10,2.3501753693677475e-09,3.9606835576730945e-07
0.034999999999999996,1.0329225787145903e-11,1.032922853195828e-11,1.070781684342137e-11,1.1475066012835102e-11,1.2651191583358925e-11,1.4266769849939466e-11,1.6362983062549577e-11,1.89919423991114e-11,2.22170722392292e-11,2.611348437361017e-11,3.0768354958297555e-11,3.6281256636968354e-11,4.276438178567333e-11,5.0342686158018074e-11,5.915383581879042e-11,6.934799853821973e-11,8.108741102655871e-11,9.454576043636111e-11,1.0990735359926874e-10,1.2736614078774267e-10,1.4712476326516822e-10,1.6283751857426412e-10,1.726868404504103e-10,1.893831224201961e-10,3.5130674015947257e-10,3.36426660008074e-09,4.963326711994209e-07
0.04,1.4819052633455956e-11,1.4819056293205792e-11,1.5287307560726052e-11,1.623394394306388e-11,1.76792578381253e-11,1.9653834690231522e-11,2.219867284692612e-11,2.5365339098343047e-11,2.921617362319751e-11,3.382445742234097e-11,3.927457609256635e-11,4.566216255685163e-11,5.309414647098266e-11,6.16887889911766e-11,7.157559494008582e-11,8.289516824667943e-11,9.579898046706605e-11,1.1044909264350624e-10,1.2701783233148946e-10,1.4568749167037255e-10,1.666503008501934e-10,1.83211745741815e-10,1.9377076905107064e-10,2.155342811735608e-10,4.5771024560551164e-10,4.559656228213143e-09,5.961891704087094e-07
0.045000000000000005,1.9980529578887744e-11,1.998053415357504e-11,2.0532031005814135e-11,2.1644954526536257e-11,2.333916709304163e-11,2.5644552392620317e-11,2.8601063914237562e-11,3.225880363315526e-11,3.6678132718364516e-11,4.1929752962019515e-11,4.809479186862121e-11,5.5264888659138486e-11,6.354222080419449e-11,7.303956349500141e-11,8.388028323879838e-11,9.619835066797579e-11,1.101383414550128e-10,1.258554701651633e-10,1.4351566802614004e-10,1.6329575310648184e-10,1.8538412383814775e-10,2.0276602608711872e-10,2.1414783618449464e-10,2.4293707711582615e-10,5.881326700149146e-10,5.928339882231584e-09,6.94571248107273e-07
0.05000000000000001,2.5705813860071208e-11,2.570582117957088e-11,2.6333429849159987e-11,2.7598276905095537e-11,2.951961720620489e-11,3.2126402118507265e-11,3.545729964383782e-11,3.956074840115776e-11,4.4495044545612937e-11,5.03283966647814e-11,5.713902184710663e-11,6.501523809058086e-11,7.405554298736662e-11,8.43687500494781e-11,9.60740975863388e-11,1.0930143443708575e-10,1.2419141027756098e-10,1.408957757197982e-10,1.5957773456294436e-10,1.8041243694455037e-10,2.0358834625713486e-10,2.217897076666873e-10,2.3416490287587523e-10,2.7238912802054933e-10,7.453522228122013e-10,7.46110542192014e-09,7.908398131726704e-07
0.055000000000000014,3.189632554047251e-11,3.1896337434659475e-11,3.25933130026499e-11,3.399659650071385e-11,3.6124853567955034e-11,3.900615357068205e-11,4.267798515634525e-11,4.718731480953409e-11,5.2590690239910043e-11,5.89543108323909e-11,6.635415665333256e-11,7.487613484052248e-11,8.461622965292293e-11,9.568072663034856e-11,1.08186443157706e-10,1.2226105784247922e-10,1.3804345727602655e-10,1.5568423375955835e-10,1.7534622877698782e-10,1.972052484760241e-10,2.2145218998282704e-10,2.4048780692155e-10,2.540853658956337e-10,3.0461523910841497e-10,9.317401611342576e-10,9.148207576665202e-09,8.84631847434657e-07
0.06000000000000002,3.846778973073129e-11,3.846780711454301e-11,3.922830862019567e-11,4.0758399705282505e-11,4.3076271156365926e-11,4.620929332753577e-11,5.019403809890833e-11,5.507636488074753e-11,6.091154504495934e-11,6.776437263252433e-11,7.570933819161498e-11,8.483084287296095e-11,9.522341069533981e-11,1.06992009688625e-10,1.202523849310211e-10,1.351314977190441e-10,1.5176800224993772e-10,1.7031288424801973e-10,1.9093013710346442e-10,2.137976319778261e-10,2.3911025695446143e-10,2.5900560036627957e-10,2.7411715942035644e-10,3.402917440433982e-10,1.1493077691240503e-09,1.0979793140681111e-08,9.757622176389338e-07
0.06500000000000002,4.535116067549439e-11,4.535118537880579e-11,4.6170427699209434e-11,4.781782566074356e-11,5.031124616211003e-11,5.3677582874982484e-11,5.795280473569165e-11,6.318206299290808e-11,6.94198467470102e-11,7.673013665957741e-11,8.518662728319272e-11,9.487300154268043e-11,1.0588320613128135e-10,1.1832185591300973e-10,1.3230464381463494e-10,1.479588760640951e-10,1.6542404677122138e-10,1.8485257079264276e-10,2.064105632585012e-10,2.302788194704704e-10,2.5665739050398887e-10,2.774468419087413e-10,2.944325350657238e-10,3.800616919796483e-10,1.3997462446291567e-09,1.2946164447550261e-08,1.0641597569080168e-06
0.07000000000000002,5.249142867496915e-11,5.2491464357530056e-11,5.3365672460728326e-11,5.512289859991882e-11,5.778083309087379e-11,6.136611799746562e-11,6.59144139221013e-11,7.147053541646643e-11,7.80886385437043e-11,8.583241118540742e-11,9.477533745854318e-11,1.0500103441243882e-10,1.1660357134195467e-10,1.2968794921471274e-10,1.4437057186388816e-10,1.607798580813693e-10,1.7905688115904186e-10,1.9935618501300215e-10,2.21846630500707e-10,2.467124631529885e-10,2.741599537901323e-10,2.958868446258834e-10,3.151817164131501e-10,4.2454383956683737e-10,1.6844610724871675e-09,1.5037937919735385e-08,1.1498255365945528e-06
