0.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
0.005,-79.99849670073917,-79.99828419039754,-79.99821511088001,-79.9981959966769,-79.99819070777217,-79.9981892443114,-79.99818883936051,-79.99818872730589,-79.99818869629863,-79.99818868771831,-79.99818868534393,-79.99818868468688,-79.99818868450504,-79.99818868445472,-79.99818868444079,-79.99818868443695,-79.99818868443589,-79.99818868443559,-79.9981886844355,-79.99818868443549,-79.99818868443548,-79.99818868443548,-79.9981886844355,-79.99818868443558,-79.9981886844358,-79.99818868443661,-79.9981886844395,-79.99818868444967,-79.99818868448544,-79.99818868461129,-79.99818868505433,-79.9981886866136,-79.99818869210166,-79.99818871141741,-79.99818877940167,-79.99818904765542
0.01,-79.99834547927058,-79.99747403834591,-79.9971897439372,-79.99710387874838,-79.99707812385785,-79.99707044413228,-79.99706816573531,-79.997067492764,-79.99706729475676,-79.99706723669681,-79.9970672197243,-79.99706721477634,-79.99706721333743,-79.9970672129199,-79.99706721279901,-79.99706721276407,-79.99706721275399,-79.99706721275109,-79.99706721275024,-79.99706721275001,-79.99706721274995,-79.99706721274998,-79.99706721275015,-79.9970672127507,-79.99706721275255,-79.99706721275886,-79.9970672127801,-79.9970672128515,-79.997067213091,-79.99706721389236,-79.99706721656659,-79.99706722546391,-79.99706725496677,-79.99706735242691,-79.99706767300161,-79.99706884231992
0.015000000000000001,-79.99831837092115,-79.99702240107038,-79.99654092899692,-79.99637630890305,-79.99632132061251,-79.99630328505212,-79.99629745613484,-79.99629559509826,-79.99629500697894,-79.99629482274706,-79.99629476547233,-79.99629474778463,-79.99629474235428,-79.9962947406958,-79.99629474019167,-79.99629474003906,-79.99629473999306,-79.99629473997923,-79.99629473997508,-79.99629473997388,-79.99629473997358,-79.99629473997369,-79.99629473997442,-79.99629473997689,-79.99629473998493,-79.99629474001101,-79.9962947400954,-79.9962947403673,-79.99629474123978,-79.99629474402684,-79.99629475288612,-79.99629478089317,-79.9962948688938,-79.99629514351417,-79.99629599392776,-79.99629888699673
0.02,-79.99831075275385,-79.99672487015947,-79.99608374975023,-79.99584445086853,-79.99575764630619,-79.99572689303837,-79.99571621121993,-79.99571256281138,-79.99571133453084,-79.99571092615729,-79.99571079186214,-79.99571074812361,-79.99571073400038,-79.99571072947491,-79.99571072803482,-79.99571072757945,-79.99571072743625,-79.99571072739147,-79.99571072737754,-79.9957107273733,-79.99571072737221,-79.99571072737258,-79.99571072737496,-79.99571072738279,-79.99571072740748,-79.9957107274848,-79.99571072772567,-79.99571072847192,-79.99571073077085,-79.9957107378094,-79.99571075921283,-79.99571082381114,-79.99571101716047,-79.99571159052631,-79.995713273206,-79.99571865696913
0.024999999999999998,-79.99830710831829,-79.99650142427797,-79.99572940817751,-79.99542290147518,-79.99530468019871,-79.99526020862362,-79.99524383950859,-79.9952379277108,-79.99523582795743,-79.9952350930811,-79.99523483923568,-79.9952347525718,-79.9952347232941,-79.9952347134967,-79.99523471024627,-79.99523470917632,-79.99523470882663,-79.99523470871313,-79.99523470867655,-79.99523470866502,-79.99523470866195,-79.99523470866289,-79.99523470866907,-79.99523470868898,-79.99523470874988,-79.9952347089342,-79.99523470948864,-79.99523471114554,-79.99523471606254,-79.99523473054353,-79.9952347728378,-79.99523489524152,-79.99523524593359,-79.9952362394991,-79.99523901953292,-79.99524744820992
0.029999999999999995,-79.99830464097084,-79.99631852284632,-79.99543483837157,-79.99506776691396,-79.99491945292972,-79.99486098912136,-79.99483844588237,-79.99482992304083,-79.99482675726803,-79.99482559988398,-79.99482518277104,-79.9948250343832,-79.99482498221235,-79.99482496406576,-79.99482495781548,-79.99482495568199,-79.99482495495977,-79.99482495471719,-79.99482495463643,-79.99482495461015,-79.99482495460295,-79.99482495460497,-79.99482495461866,-79.99482495466182,-79.99482495479003,-79.99482495516627,-79.99482495626206,-79.99482495942978,-79.99482496851337,-79.99482499433401,-79.99482506703431,-79.99482526960419,-79.99482582760666,-79.99482734536171,-79.9948314161114,-79.9948431887487
0.034999999999999996,-79.99830272230156,-79.99616093083671,-79.99517854369547,-79.99475603641893,-79.99457901915207,-79.99450659699909,-79.99447760069268,-79.99446621709487,-79.99446182727742,-79.99446016184,-79.99445953934281,-79.99445930982289,-79.99445922624994,-79.99445919616775,-79.99445918545398,-79.99445918167554,-79.99445918035508,-79.99445917989759,-79.99445917974064,-79.99445917968809,-79.99445917967329,-79.99445917967711,-79.99445917970402,-79.99445917978697,-79.99445918002675,-79.99445918071048,-79.9944591826436,-79.99445918806379,-79.99445920312597,-79.9944592445799,-79.99445935747808,-79.99445966145649,-79.99446046974067,-79.99446258961261,-79.9944680655548,-79.99448325764871
0.04,-79.99830114459364,-79.99602107963133,-79.9949492740371,-79.99447524341592,-79.9942707369405,-79.99418449469528,-79.99414887832171,-79.99413444970594,-79.99412870713003,-79.99412645860819,-79.99412559136351,-79.99412526149895,-79.99412513763966,-79.99412509168518,-79.99412507482339,-79.99412506870003,-79.99412506649772,-79.99412506571292,-79.9941250654362,-79.99412506534112,-79.99412506531368,-79.9941250653203,-79.99412506536831,-79.99412506551344,-79.99412506592252,-79.99412506705833,-79.99412507018303,-79.99412507870196,-79.99412510170454,-79.99412516317416,-79.99412532560417,-79.99412574961022,-79.99412684179624,-79.99412961438372,-79.9941365407224,-79.99415506450202
0.045000000000000005,-79.99829980677181,-79.99589481815487,-79.99474073803441,-79.99421828348198,-79.99398731801317,-79.99388742063518,-79.99384507681624,-79.99382746104128,-79.99382025866755,-79.9938173610162,-79.99381621259377,-79.99381576375592,-79.99381559060714,-79.99381552461884,-79.9938154997545,-79.99381549048486,-79.99381548706349,-79.99381548581282,-79.99381548536071,-79.99381548520167,-79.99381548515471,-79.99381548516537,-79.99381548524471,-79.99381548548025,-79.99381548612898,-79.99381548788652,-79.9938154926013,-79.99381550512828,-79.993815538075,-79.99381562378424,-79.99381584413625,-79.9938164034459,-79.99381780350137,-79.99382125520086,-79.99382962416931,-79.99385128906151
