0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005,-1.0339317239800512e-05,-1.015048780107309e-05,-8.996310492410174e-06,-8.363331414174466e-06,-1.0150489532104917e-05,-1.629627570911124e-13,0.000337303286979935,0.0013802310996391411,-3.001862253478588e-06,0.00033723880522343335
0.01,-9.381474011890056e-06,-9.212113296789745e-06,-8.275880581306206e-06,-7.541086204487892e-06,-9.212114900206272e-06,-1.4789746176748722e-13,0.0005405469992855187,0.002190332419177745,-2.528004927582335e-06,0.0005405365948873104
0.015000000000000001,-7.907651139389099e-06,-7.765191968456686e-06,-7.0020579323572486e-06,-6.339864944049788e-06,-7.765192801648701e-06,-1.2466761374637423e-13,0.0006710562157726285,0.0027079478165086806,-2.0638838708290945e-06,0.0006710602800891747
0.02,-6.824410185987843e-06,-6.701525451281249e-06,-6.046103572944367e-06,-5.47012956769307e-06,-6.701524318425529e-06,-1.0759079619223806e-13,0.0007579068280678502,0.0030521005428293642,-1.7759419169285317e-06,0.0007579116633643631
0.024999999999999998,-6.1012180656815396e-06,-5.991376992508753e-06,-5.403664455153194e-06,-4.892887524581102e-06,-5.991371499922767e-06,-9.618959527918087e-14,0.0008174900589344709,0.003288263889934928,-1.5974191207981497e-06,0.0008174931115456032
0.029999999999999995,-5.6281097386378945e-06,-5.526801155801878e-06,-4.982525810138799e-06,-4.516097453514026e-06,-5.526787218917231e-06,-8.873098238181263e-14,0.0008597465462834191,0.0034558705143495896,-1.483986346650472e-06,0.0008597479169577297
0.034999999999999996,-5.319040005018882e-06,-5.2233089468510475e-06,-4.7073020460453135e-06,-4.270169416799474e-06,-5.223280433764269e-06,-8.385851436888909e-14,0.000890866328772754,0.0035794224351060723,-1.4107508266447558e-06,0.0008908664966928053
0.04,-5.1162035712026465e-06,-5.024137153750248e-06,-4.526734466222181e-06,-4.108855211744809e-06,-5.024085708190963e-06,-8.0660876464723e-14,0.000914742641565272,0.003674319176974696,-1.363009385728491e-06,0.0009147420047724698
0.045000000000000005,-4.982241099840892e-06,-4.8925993313990285e-06,-4.407563388064023e-06,-4.002376243550641e-06,-4.892514384410593e-06,-7.854907980901455e-14,0.0009338355427699591,0.0037502888943793584,-1.3317069800054773e-06,0.0009338343738344615
0.05000000000000001,-4.893258795599358e-06,-4.805231926980546e-06,-4.328488912236686e-06,-3.9317113294493695e-06,-4.805100861191454e-06,-7.71464247462278e-14,0.00094970475499442,0.0038134987963644776,-1.3111495368558374e-06,0.0009497032304023211
0.055000000000000014,-4.8339922107689815e-06,-4.747045328898912e-06,-4.275898265962145e-06,-3.884713546663642e-06,-4.746853747781184e-06,-7.621225797168785e-14,0.000963342967334352,0.003867873845969715,-1.2977181999578316e-06,0.0009633411990348979
0.06000000000000002,-4.794661470161011e-06,-4.70843574515793e-06,-4.241069317854527e-06,-3.853600774516605e-06,-4.708167789980048e-06,-7.559239375039344e-14,0.0009753853395162572,0.00391592534247551,-1.2890958625926282e-06,0.0009753833977465207
