0,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80
0.005,-79.9985,-79.9988,-79.999,-79.9991,-79.9991,-79.9992,-79.9992,-79.9992,-79.9992,-79.9992,-79.9993,-79.9993
0.01,-79.9984,-79.9984,-79.9984,-79.9985,-79.9985,-79.9985,-79.9986,-79.9986,-79.9986,-79.9986,-79.9987,-79.9987
0.015,-79.9984,-79.9982,-79.9981,-79.9981,-79.9981,-79.9981,-79.9981,-79.9981,-79.9981,-79.9981,-79.9982,-79.9982
0.02,-79.9984,-79.9981,-79.9979,-79.9978,-79.9977,-79.9977,-79.9977,-79.9977,-79.9977,-79.9977,-79.9977,-79.9978
0.025,-79.9984,-79.998,-79.9978,-79.9976,-79.9975,-79.9974,-79.9974,-79.9974,-79.9974,-79.9974,-79.9974,-79.9974
0.03,-79.9984,-79.998,-79.9977,-79.9975,-79.9973,-79.9972,-79.9972,-79.9971,-79.9971,-79.9971,-79.9971,-79.9972
0.035,-79.9984,-79.9979,-79.9976,-79.9974,-79.9972,-79.9971,-79.997,-79.9969,-79.9969,-79.9969,-79.9969,-79.9969
0.04,-79.9984,-79.9979,-79.9976,-79.9973,-79.9971,-79.9969,-79.9968,-79.9968,-79.9967,-79.9967,-79.9967,-79.9967
0.045,-79.9984,-79.9979,-79.9975,-79.9972,-79.997,-79.9968,-79.9967,-79.9966,-79.9966,-79.9966,-79.9965,-79.9966
0.05,-79.9984,-79.9979,-79.9975,-79.9971,-79.9969,-79.9967,-79.9966,-79.9965,-79.9965,-79.9964,-79.9964,-79.9964
0.055,-79.9984,-79.9978,-79.9974,-79.9971,-79.9968,-79.9966,-79.9965,-79.9964,-79.9963,-79.9963,-79.9963,-79.9963
0.06,-79.9984,-79.9978,-79.9974,-79.997,-79.9968,-79.9966,-79.9964,-79.9963,-79.9962,-79.9962,-79.9962,-79.9962
0.065,-79.9984,-79.9978,-79.9974,-79.997,-79.9967,-79.9965,-79.9963,-79.9962,-79.9961,-79.9961,-79.9961,-79.9961
0.07,-79.9984,-79.9978,-79.9973,-79.997,-79.9967,-79.9964,-79.9963,-79.9962,-79.9961,-79.996,-79.996,-79.996
0.075,-79.9984,-79.9978,-79.9973,-79.9969,-79.9966,-79.9964,-79.9962,-79.9961,-79.996,-79.9959,-79.9959,-79.9959
0.08,-79.9984,-79.9978,-79.9973,-79.9969,-79.9966,-79.9963,-79.9962,-79.996,-79.9959,-79.9959,-79.9958,-79.9958
0.085,-79.9984,-79.9978,-79.9973,-79.9968,-79.9965,-79.9963,-79.9961,-79.996,-79.9959,-79.9958,-79.9958,-79.9958
0.09,-79.9984,-79.9977,-79.9972,-79.9968,-79.9965,-79.9962,-79.996,-79.9959,-79.9958,-79.9957,-79.9957,-79.9957
0.095,-79.9984,-79.9977,-79.9972,-79.9968,-79.9965,-79.9962,-79.996,-79.9958,-79.9957,-79.9957,-79.9956,-79.9956
0.1,-79.9984,-79.9977,-79.9972,-79.9968,-79.9964,-79.9962,-79.996,-79.9958,-79.9957,-79.9956,-79.9956,-79.9956
0.105,-79.9984,-79.9977,-79.9972,-79.9967,-79.9964,-79.9961,-79.9959,-79.9958,-79.9956,-79.9956,-79.9955,-79.9955
0.11,-79.9984,-79.9977,-79.9972,-79.9967,-79.9964,-79.9961,-79.9959,-79.9957,-79.9956,-79.9955,-79.9955,-79.9955
0.115,-79.9984,-79.9977,-79.9971,-79.9967,-79.9963,-79.996,-79.9958,-79.9957,-79.9955,-79.9955,-79.9954,-79.9954
0.12,-79.9984,-79.9977,-79.9971,-79.9967,-79.9963,-79.996,-79.9958,-79.9956,-79.9955,-79.9954,-79.9954,-79.9954
0.125,-79.9984,-79.9977,-79.9971,-79.9966,-79.9963,-79.996,-79.9958,-79.9956,-79.9955,-79.9954,-79.9953,-79.9953
0.13,-79.9984,-79.9977,-79.9971,-79.9966,-79.9962,-79.9959,-79.9957,-79.9955,-79.9954,-79.9953,-79.9953,-79.9953
0.135,-79.9984,-79.9977,-79.9971,-79.9966,-79.9962,-79.9959,-79.9957,-79.9955,-79.9954,-79.9953,-79.9952,-79.9952
0.14,-79.9984,-79.9977,-79.9971,-79.9966,-79.9962,-79.9959,-79.9956,-79.9955,-79.9953,-79.9952,-79.9952,-79.9952
0.145,-79.9984,-79.9977,-79.997,-79.9966,-79.9962,-79.9959,-79.9956,-79.9954,-79.9953,-79.9952,-79.9952,-79.9951
0.15,-79.9984,-79.9976,-79.997,-79.9965,-79.9961,-79.9958,-79.9956,-79.9954,-79.9953,-79.9952,-79.9951,-79.9951
0.155,-79.9984,-79.9976,-79.997,-79.9965,-79.9961,-79.9958,-79.9956,-79.9954,-79.9952,-79.9951,-79.9951,-79.9951
0.16,-79.9984,-79.9976,-79.997,-79.9965,-79.9961,-79.9958,-79.9955,-79.9953,-79.9952,-79.9951,-79.995,-79.995
0.165,-79.9984,-79.9976,-79.997,-79.9965,-79.9961,-79.9958,-79.9955,-79.9953,-79.9952,-79.9951,-79.995,-79.995
0.17,-79.9984,-79.9976,-79.997,-79.9965,-79.9961,-79.9957,-79.9955,-79.9953,-79.9951,-79.995,-79.995,-79.995
0.175,-79.9984,-79.9976,-79.997,-79.9965,-79.996,-79.9957,-79.9954,-79.9952,-79.9951,-79.995,-79.9949,-79.9949
0.18,-79.9984,-79.9976,-79.997,-79.9964,-79.996,-79.9957,-79.9954,-79.9952,-79.9951,-79.995,-79.9949,-79.9949
0.185,-79.9984,-79.9976,-79.997,-79.9964,-79.996,-79.9957,-79.9954,-79.9952,-79.995,-79.9949,-79.9949,-79.9949
0.19,-79.9984,-79.9976,-79.9969,-79.9964,-79.996,-79.9956,-79.9954,-79.9952,-79.995,-79.9949,-79.9948,-79.9948
0.195,-79.9984,-79.9976,-79.9969,-79.9964,-79.996,-79.9956,-79.9953,-79.9951,-79.995,-79.9949,-79.9948,-79.9948
